Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
Untold Legends: The Warriors Code,PSP,2006,Role-Playing,Ubisoft,14,12,0,8,33,65,46,8.3,28,Sony Online Entertainment
Klonoa 2: Lunatea's Veil,PS2,2001,Platform,Sony Computer Entertainment,12,10,8,3,33,91,18,9.1,72,Namco
Deus Ex: Invisible War,XB,2003,Shooter,Eidos Interactive,25,7,0,1,33,84,50,7.6,37,Ion Storm
Disney's Treasure Planet,PS2,2002,Action,Sony Computer Entertainment,16,13,0,4,33,,,tbd,,Bizarre Creations
NASCAR Thunder 2002,XB,2001,Racing,Electronic Arts,25,7,0,1,33,82,17,tbd,,EA Tiburon
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,23,6,1,3,33,79,31,8.2,51,SNK Playmore
BeatMania Append GottaMix,PS,1999,Simulation,Konami Digital Entertainment,0,0,31,2,33,,,,,
Tak 2: The Staff of Dreams,GC,2004,Platform,THQ,26,7,0,1,33,75,22,8.6,8,Avalanche Software
Fracture,X360,2008,Shooter,LucasArts,15,14,0,4,33,63,60,6.2,45,Day 1 Studios
Ninja Blade,X360,2009,Action,Microsoft Game Studios,14,14,2,3,33,68,65,6.8,55,From Software
Bookworm,DS,2009,Puzzle,PopCap Games,30,1,0,2,33,80,5,tbd,,PopCap
LEGO Batman 2: DC Super Heroes,PSV,2012,Action,Warner Bros. Interactive Entertainment,16,11,0,6,33,62,9,6.7,46,TT Games
Bee Movie Game,Wii,2007,Action,Activision,30,1,0,3,33,62,16,7.6,7,Smart Bomb Interactive
Kelly Slater's Pro Surfer,PS2,2002,Sports,Activision,16,13,0,4,33,77,19,8.4,15,Treyarch
Sniper: Ghost Warrior 2,PS3,2013,Shooter,City Interactive,5,18,3,7,33,52,15,6,82,City Interactive
Shrek SuperSlam,GBA,2005,Action,Activision,24,9,0,1,33,58,4,tbd,,"Amaze Entertainment, Griptonite Games"
Legends of Wrestling II,PS2,2002,Fighting,Acclaim Entertainment,16,13,0,4,33,59,15,6.7,6,Acclaim
World Stadium 3,PS,1999,Sports,Namco Bandai Games,0,0,31,2,33,,,,,
LEGO Pirates of the Caribbean: The Video Game,PSP,2011,Action,Disney Interactive Studios,12,13,0,8,33,67,5,tbd,,Traveller's Tales
Extra Bases,GB,1990,Sports,Namco Bandai Games,0,0,33,0,33,,,,,
Super Power League 2,SNES,1994,Sports,Hudson Soft,0,0,33,0,33,,,,,
Virtua Tennis 2009,X360,2009,Sports,Sega,12,18,0,3,33,70,43,6.2,15,Sumo Digital
Street Fighter Alpha 3 MAX,PSP,2006,Fighting,Capcom,27,1,2,3,33,80,35,8,27,Capcom
MLB 09: The Show,PS2,2009,Sports,Sony Computer Entertainment,16,13,0,4,33,79,7,7.5,12,SCEA San Diego Studios
Cool Boarders 2001,PS2,2001,Sports,Sony Computer Entertainment,16,13,0,4,33,78,16,tbd,,Idol Minds
Hell's Kitchen: The Game,Wii,2008,Simulation,Ubisoft,30,0,0,3,33,,,,,
Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,17,6,9,1,33,74,10,8.6,12,Konami
Scooby-Doo! First Frights,PS2,2009,Action,Warner Bros. Interactive Entertainment,14,3,0,16,33,,,,,
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,26,6,0,1,33,83,32,9,21,EA Chicago
GT Advance Championship Racing,GBA,2001,Racing,THQ,24,9,0,1,33,82,10,tbd,,MTO
Way of the Samurai 2,PS2,2003,Action,Capcom,5,4,23,1,33,59,32,9,24,Acquire
Planet Puzzle League,DS,2007,Puzzle,Nintendo,14,1,16,1,33,86,25,8.2,15,Intelligent Systems
BattleTanx,N64,1998,Action,3DO,26,6,0,0,33,,,,,
Custom Robo,N64,N/A,Role-Playing,Nintendo,0,0,29,4,33,,,,,
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,29,1,0,3,33,78,35,8.6,84,Ubisoft Montreal
Cabela's Dangerous Hunts 2011,PS3,2010,Sports,Activision,26,4,0,3,33,60,4,5.4,9,Activision
Hatsune Miku: Project Diva Extend,PSP,2011,Misc,Sega,0,0,33,0,33,,,,,
Pitfall 3D: Beyond the Jungle,PS,1998,Platform,Activision,18,12,0,2,33,,,,,
Disgaea 2: Cursed Memories,PS2,2006,Role-Playing,Tecmo Koei,9,7,15,2,33,84,54,6.4,42,Nippon Ichi Software
Clock Tower 3,PS2,2002,Adventure,Capcom,10,8,12,3,33,69,28,7.6,38,SunSoft
Battle Dodge Ball,SNES,1991,Sports,Banpresto,0,0,33,0,33,,,,,
Etrian Odyssey,DS,2007,Role-Playing,Nintendo,19,2,9,2,33,75,30,8.5,37,"Lancarse, Atlus"
Call Of Duty 2: Big Red One,GC,2005,Shooter,Activision,25,7,0,1,33,76,28,7.9,14,Treyarch
Dragon Ball Z: Extreme Butoden,3DS,2015,Fighting,Namco Bandai Games,12,3,16,2,33,61,32,6.6,32,Arc System Works
Night at the Museum: Battle of the Smithsonian,Wii,2009,Action,Majesco Entertainment,17,13,0,3,33,54,8,tbd,,"Pipeworks Software, Inc."
Disgaea: Hour of Darkness,PS2,2003,Role-Playing,Tecmo Koei,16,13,0,4,33,84,42,8.9,74,Nippon Ichi Software
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,16,13,0,4,33,66,21,8.8,6,SNK Playmore
Resonance of Fate,X360,2010,Role-Playing,Sega,12,13,6,3,33,74,43,7.7,96,Tri-Ace
Harry Potter and the Deathly Hallows - Part 2,Wii,2011,Action,Electronic Arts,17,13,0,3,33,47,6,6.6,5,EA Bright Light
We Sing Deutsche Hits,Wii,2011,Misc,Nordic Games,0,29,0,4,33,,,,,
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,25,7,0,1,33,74,5,7.7,12,Blitz Games
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,30,0,0,2,33,83,14,8.4,12,SCEA San Diego Studios
Parodius,PS,1994,Shooter,Konami Digital Entertainment,0,0,31,2,33,,,,,
The X-Factor,Wii,2010,Misc,Deep Silver,0,28,0,4,33,,,,,
Spy Kids 3-D: Game Over,GBA,2003,Platform,Disney Interactive Studios,24,9,0,1,33,62,4,7.7,6,Digital Eclipse
Sakura Wars 3: Paris wa Moeteiru ka,DC,2001,Adventure,Sega,0,0,33,0,33,,,,,
Capcom Classics Collection Reloaded,PSP,2006,Misc,Capcom,26,0,3,3,33,75,27,tbd,,"Capcom, Klein Computer Entertainment"
NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,18,12,0,2,33,69,9,tbd,,989 Sports
Power Rangers: Ninja Storm,GBA,2003,Misc,THQ,24,9,0,1,33,55,4,7.8,6,Natsume
Naruto: Gekito Ninja Taisen! 4,GC,2005,Fighting,Tomy Corporation,0,0,32,1,33,,,,,
Medal of Honor: Warfighter,PC,2012,Action,Electronic Arts,14,15,0,4,33,55,30,5.4,599,Danger Close
Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991,Strategy,Namco Bandai Games,0,0,33,0,33,,,,,
MVP Baseball 2005,GC,2005,Sports,Electronic Arts,25,7,0,1,33,88,20,8.7,16,EA Sports
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007,Misc,Rocket Company,0,0,33,0,33,,,,,
SSX Blur,Wii,2007,Sports,Electronic Arts,29,1,0,3,33,74,52,8.1,60,EA Montreal
DX Game of Life 2,PS,1997,Misc,Takara,0,0,31,2,33,,,,,
Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,9,5,15,4,33,80,55,8.1,235,Spike Chunsoft
NBA Live 96,PS,1996,Sports,Electronic Arts,16,11,4,2,33,,,,,
Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,15,12,0,5,33,66,35,7.1,17,EA Bright Light
Alien: Isolation,PS3,2014,Shooter,Sega,12,16,0,5,33,,,8.3,111,Creative Assembly
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,0,0,33,0,33,,,,,
Teen Titans,GC,2006,Action,THQ,25,7,0,1,33,63,11,6.9,11,Artificial Mind and Movement
Def Jam Rapstar,Wii,2010,Misc,Konami Digital Entertainment,29,2,0,2,33,65,5,tbd,,"Terminal Reality, 4mm Games"
MX vs. ATV Untamed,Wii,2008,Racing,THQ,28,2,0,2,33,70,7,8.3,9,Rainbow Studios
Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,31,2,0,0,33,,,,,
Binary Domain,PS3,2012,Action,Sega,9,7,14,3,33,72,33,8.2,179,Sega
NBA Live 06,GC,2005,Sports,Electronic Arts,25,7,0,1,33,76,14,tbd,,EA Canada
Fireball,2600,1981,Action,Starpath Corp.,30,2,0,0,33,,,,,
Dr. Mario / Puzzle League,GBA,2005,Puzzle,Nintendo,12,4,16,1,33,74,14,tbd,,Intelligent Systems
Family Party: 90 Great Games Party Pack,Wii,2010,Misc,D3Publisher,31,0,0,2,33,,,tbd,,D3Publisher
DECA Sports Freedom,X360,2010,Sports,Hudson Soft,27,4,0,2,33,26,16,3.7,9,AI
Shin Nippon Pro Wrestling: Toukon Retsuden,PS,1995,Fighting,Tomy Corporation,0,0,30,2,33,,,,,
NBA 2K10,PSP,2009,Sports,Take-Two Interactive,30,0,0,3,33,,,8.1,13,Visual Concepts
Major League Baseball 2K6,XB,2006,Sports,Take-Two Interactive,24,7,0,1,33,71,21,5.7,12,Kush Games
Golden Axe: Beast Rider,X360,2008,Action,Sega,19,11,0,3,33,45,33,5.8,33,Secret Level
Pinball Hall of Fame: The Gottlieb Collection,PS2,2004,Misc,Play It,16,12,0,4,33,,,,,
EA Playground,DS,2007,Sports,Electronic Arts,29,1,0,3,33,60,8,7.6,13,Piranha Games
Buzz! The Ultimate Music Quiz,PS3,2010,Misc,Sony Computer Entertainment,0,25,0,8,33,,,,,
Discovery Kids: Puppy Playtime,DS,2009,Simulation,505 Games,30,0,0,2,33,,,tbd,,505 Games
The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,32,1,0,0,32,86,30,8.5,1660,CD Projekt Red Studio
Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,23,9,0,1,32,65,9,tbd,,Konami
Nicktoons: Movin',PS2,2004,Action,THQ,16,12,0,4,32,,,tbd,,Mass Media
Mystery Case Files: The Malgrave Incident,Wii,2011,Adventure,Nintendo,17,13,0,3,32,65,26,8.2,5,Sanzaru Games
Chicken Riot,Wii,2010,Action,City Interactive,14,15,0,3,32,,,tbd,,City Interactive
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,0,0,32,0,32,,,,,
Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,13,14,0,5,32,,,,,
Iron Man 2,Wii,2010,Action,Sega,15,15,0,3,32,41,11,4.6,12,High Voltage Software
SWAT: Global Strike Team,PS2,2003,Shooter,Vivendi Games,16,12,0,4,32,69,21,7.8,16,Argonaut Games
NCAA Basketball 10,X360,2009,Sports,Electronic Arts,30,0,0,2,32,75,22,tbd,,EA Canada
Championship Bass,PS,1999,Sports,Electronic Arts,18,12,0,2,32,,,,,
The Adventures of Tintin: The Game,Wii,2011,Action,Ubisoft,12,16,0,4,32,,,5.7,6,Ubisoft Montpellier
Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,17,11,1,3,32,76,48,7.4,41,Eidos Interactive
Elebits,Wii,2006,Action,Konami Digital Entertainment,22,1,8,2,32,75,46,7.4,33,Konami
Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,30,0,0,2,32,,,tbd,,Ubisoft
Def Jam Rapstar,PS3,2010,Misc,Konami Digital Entertainment,25,4,0,3,32,75,25,6.3,4,"Terminal Reality, 4mm Games"
Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,16,4,10,2,32,80,32,8.5,71,Sega
Just Dance 2016,XOne,2015,Misc,Ubisoft,25,4,0,3,32,66,10,6.1,18,Ubisoft
Golden Axe: Beast Rider,PS3,2008,Action,Sega,13,14,0,6,32,44,30,5.6,23,Secret Level
Dead Space 2,PC,2011,Shooter,Electronic Arts,13,15,0,4,32,87,28,8.3,974,Visceral Games
NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,30,2,0,0,32,,,,,
Momotarou Dentetsu 20-Shuunen,DS,2008,Misc,Hudson Soft,0,0,32,0,32,,,,,
Bratz: Girlz Really Rock,DS,2008,Action,THQ,18,11,0,3,32,,,tbd,,Blitz Games
Minute to Win It,X360,2011,Misc,Zoo Games,30,0,0,2,32,,,tbd,,Smack Down Productions
Kinetica,PS2,2001,Racing,Sony Computer Entertainment,16,12,0,4,32,77,21,8.3,21,SCE Santa Monica
The Black Eyed Peas Experience,X360,2011,Misc,Ubisoft,20,10,0,3,32,66,17,5.8,8,iNiS
NBA Street V3,XB,2005,Sports,Electronic Arts,28,3,0,1,32,89,41,8.9,10,EA Canada
Bust-A-Move '99,PS,1997,Puzzle,Acclaim Entertainment,18,12,0,2,32,,,,,
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,0,0,30,2,32,,,,,
Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,25,5,0,3,32,50,8,5.2,16,n-Space
Remember Me,PS3,2013,Action,Capcom,10,17,0,6,32,72,37,7.4,424,DONTNOD Entertainment
Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,22,8,0,2,32,68,38,7.3,269,Konami
OverBlood,PS,1996,Action,Electronic Arts,5,4,21,2,32,,,,,
Dead Rising 2: Off the Record,PS3,2011,Action,Capcom,11,8,10,3,32,72,31,7.1,35,Capcom Vancouver
ESPN X-Games Pro Boarder,PS,1997,Sports,Sony Computer Entertainment,18,12,0,2,32,,,,,
Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,18,11,0,3,32,67,18,7.2,128,Dimps Corporation
Eternal Sonata,X360,2007,Role-Playing,Atari,19,4,8,2,32,79,56,7.9,97,Tri-Crescendo
Harvest Moon: Back to Nature,PS,1999,Simulation,Ubisoft,11,7,12,2,32,82,6,9.3,78,Victor Interactive Software
Dead or Alive 5,X360,2012,Fighting,Ubisoft Annecy,19,8,3,3,32,76,39,7.9,95,Team Ninja
Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,32,0,32,,,,,
Final Fantasy XI,PS2,N/A,Role-Playing,Unknown,8,6,15,2,32,85,49,6.9,66,Square Enix
Dragon Ball Heroes: Ultimate Mission 2,3DS,2014,Strategy,Namco Bandai Games,0,0,32,0,32,,,,,
Overlord II,X360,2009,Action,Codemasters,15,14,0,3,32,75,60,7.2,46,Triumph Studios
Madden NFL 09,DS,2008,Sports,Electronic Arts,30,0,0,2,32,,,7.8,4,Exient Entertainment
Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,30,0,0,2,32,74,26,8.8,5,Konami
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,16,12,0,4,32,,,,,
Batman: Arkham Asylum,PC,2009,Action,Eidos Interactive,0,28,0,5,32,91,29,8.7,1736,Rocksteady Studios
"Warhammer 40,000: Squad Command",PSP,2007,Strategy,THQ,11,13,0,8,32,67,25,7.6,26,RedLynx
Darkwatch,PS2,2005,Shooter,Ubisoft,16,12,0,4,32,74,37,8.4,42,High Moon Studios
Tony Hawk's American Wasteland,X360,2005,Sports,Activision,28,1,0,3,32,75,43,7.2,21,Neversoft Entertainment
Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,14,2,15,2,32,73,52,7,40,Now Production
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010,Platform,D3Publisher,22,8,0,3,32,,,tbd,,Griptonite Games
Pony Friends 2,DS,2009,Simulation,Eidos Interactive,21,9,0,3,32,,,tbd,,Tantalus Interactive
My Baby: First Steps,DS,2009,Simulation,SouthPeak Games,27,3,0,2,32,,,tbd,,Nobilis
Prince of Persia: The Sands of Time,GC,2003,Action,Ubisoft,25,6,0,1,32,92,33,8.4,41,Ubisoft
Harry Potter and the Deathly Hallows - Part 2,PS3,2011,Action,Electronic Arts,14,13,0,5,32,43,21,5.7,27,EA Bright Light
Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,16,12,0,4,32,79,18,8.4,9,CAProduction
Nagano Winter Olympics 98,N64,1997,Sports,Konami Digital Entertainment,15,4,13,0,32,,,,,
Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,18,12,0,2,32,,,,,
Just Dance 2016,X360,2015,Misc,Ubisoft,23,5,0,3,32,,,6,5,Ubisoft
Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0,0,32,0,32,,,,,
World of Warcraft: Legion,PC,2016,Role-Playing,Activision,13,16,0,3,32,88,62,7.5,535,Blizzard Entertainment
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,8,5,16,4,32,81,8,8.4,69,Sega
Bleach: Shattered Blade,Wii,2006,Fighting,Sega,21,1,8,2,32,58,30,7.5,24,Polygon Magic
FIFA Street 3,PS3,2008,Sports,Electronic Arts,8,18,0,6,32,63,37,6.9,19,EA Canada
Fortress,GBA,2001,Action,Majesco Entertainment,23,8,0,1,32,64,15,tbd,,Pipe Dream Interactive
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,2010,Adventure,Disney Interactive Studios,17,12,0,3,32,,,tbd,,EA Bright Light
FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,18,12,0,2,32,85,10,7.8,5,EA Sports
Operation Flashpoint: Red River,PS3,2011,Shooter,Codemasters,6,14,7,5,32,67,36,6.3,18,Codemasters
Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,27,2,0,2,32,45,4,tbd,,Inti Creates
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,30,0,0,2,32,,,tbd,,Blitz Games
DiRT 2,PSP,2009,Racing,Sony Computer Entertainment,9,15,0,8,32,55,13,5.7,10,Codemasters
Rally Cross,PS,1997,Racing,Sony Computer Entertainment,18,12,0,2,32,,,,,
Frogger's Adventures: The Rescue,PS2,2003,Platform,Konami Digital Entertainment,16,12,0,4,32,59,12,8.5,6,Konami
Silent Hill HD Collection,PS3,2012,Action,Konami Digital Entertainment,15,10,3,4,32,70,33,4.8,136,Hijinx Studios
Extreme Pinball,PS,1995,Misc,Electronic Arts,18,12,0,2,32,,,,,
Singularity,X360,N/A,Shooter,Unknown,24,5,0,2,32,76,70,7.7,169,Raven Software
Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,16,12,0,4,32,82,25,7.8,10,Harmonix Music Systems
Vin Diesel: Wheelman,PS3,2009,Racing,Ubisoft,12,14,0,5,32,,,,,
Army of Two: The 40th Day,PSP,2010,Shooter,Electronic Arts,12,13,0,8,32,49,11,6,32,"Buzz Monkey, EA Montreal"
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0,0,32,0,32,,,,,
Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,32,0,32,,,,,
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,9,4,15,4,32,76,51,8.6,83,"Atlus, Dingo Inc."
"Carnival Games: Monkey See, Monkey Do!",X360,2011,Misc,Take-Two Interactive,14,15,0,3,32,,,,,
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,PS,1999,Sports,Konami Digital Entertainment,0,0,30,2,32,,,,,
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,GBA,2005,Misc,N/A,23,8,0,1,32,,,,,
Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,16,12,0,4,32,68,19,8,8,Opus
Wipeout 2,Wii,2011,Misc,Activision,30,0,0,2,32,,,tbd,,Endemol
SpongeBob SquarePants: Double Pack,GBA,2005,Platform,THQ,23,8,0,1,32,,,,,
Tetris 2 + Bombliss,NES,1991,Puzzle,BPS,0,0,32,0,32,,,,,
Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,16,12,0,4,32,78,15,8.3,12,Toys for Bob
Rock Band Country Track Pack,PS2,2009,Misc,MTV Games,16,12,0,4,32,,,tbd,,Harmonix Music Systems
Prey,X360,2006,Shooter,Take-Two Interactive,27,3,0,3,32,79,80,7.3,117,Venom Games
"Ed, Edd n Eddy: Jawbreakers!",GBA,2002,Adventure,BAM! Entertainment,23,8,0,1,32,,,,,
Dragster,2600,N/A,Racing,Activision,30,2,0,0,32,,,,,
Frankenstein's Monster,2600,1982,Action,Data Age,30,2,0,0,32,,,,,
Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,26,3,0,3,32,70,5,7.5,4,Ubisoft
Riven: The Sequel to Myst,PS,1997,Adventure,Acclaim Entertainment,18,12,0,2,32,,,,,
Folklore,PS3,2007,Role-Playing,Sony Computer Entertainment,20,4,5,3,32,75,55,8.2,145,"Game Republic, JapanStudio"
Derby Stallion DS,DS,2008,Sports,Enterbrain,0,0,32,0,32,,,,,
Murdered: Soul Suspect,PS4,2014,Action,Square Enix,9,16,2,5,32,59,60,6.9,310,Airtight Games
The Darkness II,PS3,2012,Shooter,Take-Two Interactive,14,13,0,5,32,79,28,7.6,127,Digital Extremes
NBA 2K3,XB,2002,Sports,Sega,24,7,0,1,32,87,15,7.9,9,Visual Concepts
Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0,0,32,0,32,,,,,
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,0,0,32,0,32,,,,,
From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0,0,32,0,32,,,,,
Sega Smash Pack,GBA,2002,Misc,Atari,23,8,0,1,32,60,14,tbd,,CodeFire
All-Star Baseball 2005,PS2,N/A,Sports,Unknown,16,12,0,4,32,72,13,8.6,21,Acclaim
The Conveni: Ano Machi wo Dokusen Seyo,PS,1997,Simulation,Human Entertainment,0,0,30,2,32,,,,,
Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0,0,30,2,32,,,,,
Live A Live,SNES,1994,Role-Playing,SquareSoft,0,0,32,0,32,,,,,
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,24,7,0,1,32,74,29,8.8,16,Microsoft Game Studios
Madden NFL 2002,GBA,2001,Sports,Electronic Arts,23,8,0,1,32,,,tbd,,BudCat
Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,30,0,0,2,32,,,tbd,,Destination Software
FIFA Street 3,X360,2008,Sports,Electronic Arts,14,14,0,3,32,63,48,6.9,18,EA Canada
Cabela's Dangerous Hunts 2011,X360,2010,Sports,Activision,28,1,0,2,32,55,7,tbd,,Activision
UEFA Euro 2008 Austria-Switzerland,PS2,2008,Sports,Electronic Arts,3,0,0,28,32,,,,,
Test Drive Unlimited,X360,2006,Racing,Atari,23,4,2,2,32,82,69,8,86,Eden Studios
Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,29,0,0,2,32,58,15,8.7,30,EA Canada
The Biggest Loser,DS,2009,Sports,THQ,18,11,0,3,32,63,5,tbd,,Webfoot Technologies
Power Rangers Samurai,DS,2011,Action,Namco Bandai Games,26,4,0,2,32,,,tbd,,Inti Creates
Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,24,7,0,1,32,81,50,7.9,31,Phantagram
4x4 Evolution,PS2,2001,Racing,Gathering of Developers,16,12,0,4,32,64,11,tbd,,Terminal Reality
Clive Barker's Jericho,X360,2007,Shooter,Codemasters,28,1,0,2,32,63,46,7.4,70,"Mercury Steam, Alchemic Productions"
Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,18,11,0,3,32,,,7.5,178,Nixxes Software
Momotarou Dentetsu Happy,SNES,1996,Misc,Hudson Soft,0,0,32,0,32,,,,,
Power Rangers: Time Force,PS,2001,Action,THQ,18,12,0,2,32,,,,,
Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,8,6,16,2,32,72,10,8.7,11,Koei
Goosebumps HorrorLand,DS,2008,Adventure,Scholastic Inc.,29,0,0,2,32,,,tbd,,SScholastic Media
Fable III,PC,2011,Role-Playing,Microsoft Game Studios,10,17,0,5,32,75,39,5.4,555,Lionhead Studios
Littlest Pet Shop: City Friends,DS,2009,Simulation,Electronic Arts,29,0,0,2,32,,,tbd,,Electronic Arts
"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,15,12,0,4,32,52,15,7.2,10,Artificial Mind and Movement
DJ Hero,PS2,2009,Misc,Activision,10,2,0,20,32,87,4,6.4,5,FreeStyleGames
Lord of Arcana,PSP,2010,Role-Playing,Square Enix,7,4,17,3,32,53,45,5.5,21,Access Games
Phineas and Ferb: Across the 2nd Dimension,PS3,2011,Action,Disney Interactive Studios,15,11,0,5,32,63,13,6.6,9,High Impact Games
Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0,0,32,0,32,,,,,
Tekken 6,PSP,2009,Fighting,Namco Bandai Games,15,3,10,3,32,82,39,8.2,68,"Namco Bandai Games America, Namco Bandai Games"
Chicken Blaster,Wii,2009,Shooter,Zushi Games,29,0,0,2,32,,,tbd,,Zoo Games
Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,32,0,32,71,29,8.8,19,Omega Force
Shenmue II,XB,2002,Adventure,Microsoft Game Studios,22,8,0,1,32,80,31,9.3,96,Sega AM2
Crash of the Titans,X360,2007,Action,Vivendi Games,27,2,0,2,32,65,25,6.3,39,Radical Entertainment
LEGO Marvel's Avengers,X360,2016,Action,Warner Bros. Interactive Entertainment,18,11,0,3,32,,,5.7,6,TT Games
Skylanders SWAP Force,XOne,2013,Platform,Activision,22,6,0,3,32,,,5.5,43,Vicarious Visions
Heart of Darkness,PS,1998,Platform,Ocean,18,12,0,2,32,,,,,
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,24,0,7,32,50,12,5.6,7,HB Studios Multimedia
Virtua Striker 2,DC,1999,Sports,Sega,0,0,32,0,32,,,,,
F1 Race Stars,PS3,2012,Racing,Codemasters,6,19,0,6,32,61,27,5.6,34,Codemasters
Overlord II,PS3,2009,Action,Codemasters,11,15,0,6,32,72,42,7.6,24,Triumph Studios
WarCraft II: The Dark Saga,PS,1997,Strategy,Electronic Arts,18,12,0,2,31,,,,,
Shrek the Third,PSP,2007,Action,Activision,8,15,0,9,31,57,8,tbd,,Amaze Entertainment
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0,0,31,0,31,,,,,
BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,23,4,2,2,31,85,32,8.7,26,Arc System Works
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,29,0,0,2,31,77,30,7.5,17,SCEA San Diego Studios
Crash Nitro Kart,XB,2003,Racing,Vivendi Games,24,7,0,1,31,70,14,8.9,16,Vicarious Visions
Etrian Odyssey III: The Drowned City,DS,2010,Role-Playing,Atlus,12,0,19,1,31,77,23,8,21,Atlus
Batman: Arkham Origins,PC,2013,Action,Warner Bros. Interactive Entertainment,13,16,0,2,31,74,17,7.5,1170,Iron Galaxy Studios
NBA ShootOut,PS,1995,Sports,Sony Computer Entertainment,17,12,0,2,31,,,,,
Harry Potter and the Half-Blood Prince,X360,2009,Action,Electronic Arts,17,11,0,3,31,64,38,6.8,11,EA Bright Light
